tenant_history_id,property_id,locality,bhk,monthly_rent,lease_start_date,lease_end_date,occupancy_status,tenant_name,created_at
TH2398,PROP1184,Greater Noida Pari Chowk,4,19300,2024-03-22,2025-02-22,OCCUPIED,Harini Pant,2025-11-10 13:58:07
TH2399,PROP1098,Noida Extension,1,8500,2025-11-10,2026-10-10,OCCUPIED,Matthew Varma,2025-05-13 16:41:51
TH2400,PROP1644,Noida Sector 18,1,17700,2023-11-12,2024-10-12,VACANT,Raksha Shankar,2026-06-10 08:31:42
TH2401,PROP1422,Cyber City Gurgaon,3,44000,2025-10-25,2026-09-25,OCCUPIED,Harsh Barman,2025-01-27 10:17:18
TH2402,PROP1799,Noida Sector 76,4,32000,2024-01-19,2025-11-19,OCCUPIED,Samesh Pathak,2024-01-09 15:03:23
TH2403,PROP1046,Ghaziabad Vasundhara,1,7600,2024-06-04,2026-04-04,OCCUPIED,Yashawini Tara,2025-10-01 05:39:00
TH2404,PROP1764,Noida Extension,2,13700,2023-11-06,2024-10-06,OCCUPIED,Gaurika Devi,2023-12-03 07:39:30
TH2405,PROP1727,Central Delhi,3,61200,2024-02-27,2025-12-27,OCCUPIED,Abeer Korpal,2026-01-21 06:50:55
TH2406,PROP1070,Gurgaon Golf Course Road,2,47300,2024-12-20,2026-10-20,OCCUPIED,Yashasvi Garg,2023-10-22 22:56:47
TH2407,PROP1841,Noida Sector 150,2,20300,2024-08-31,2025-07-31,OCCUPIED,Jalsa Korpal,2024-01-03 16:29:25
TH2408,PROP1182,Noida Sector 18,1,17000,2025-10-23,2027-08-23,OCCUPIED,Vedant Devi,2025-12-16 01:51:47
TH2409,PROP1688,South Delhi,3,44900,2024-10-15,2026-08-15,OCCUPIED,Tara Varty,2025-12-08 05:32:22
TH2410,PROP1732,Saket,2,27600,2024-08-20,2025-07-20,VACANT,Saanvi Dhingra,2025-11-11 10:25:36
TH2411,PROP1831,Faridabad Neharpar,1,6000,2025-09-13,2027-07-13,OCCUPIED,Frado Nigam,2024-06-30 12:01:54
TH2412,PROP1613,South Delhi,1,24200,2026-06-30,2027-05-30,VACANT,Radha Bhat,2024-09-24 11:21:39
TH2413,PROP1384,Pitampura,2,20700,2023-08-30,2025-06-30,OCCUPIED,Dalbir Venkatesh,2026-06-21 07:52:13
TH2414,PROP1015,North Delhi,2,16700,2024-10-22,2025-09-22,OCCUPIED,Dipta Padmanabhan,2023-07-30 05:20:06
TH2415,PROP1904,DLF Phase 5,2,42200,2024-05-22,2025-04-22,OCCUPIED,Netra Sehgal,2025-06-26 01:48:11
TH2416,PROP1111,Noida Sector 76,3,25600,2026-03-18,2027-02-18,OCCUPIED,Hemani Ravel,2025-11-17 04:26:50
TH2417,PROP1957,Noida Extension,4,22900,2026-03-11,2027-02-11,OCCUPIED,Balhaar Yogi,2024-07-22 01:46:54
TH2418,PROP1332,Gurgaon Sector 45,1,14000,2025-09-21,2027-07-21,OCCUPIED,Zinal Zachariah,2024-05-27 16:03:29
TH2419,PROP1218,Ghaziabad Vasundhara,2,11600,2023-10-30,2025-08-30,OCCUPIED,Harini Dutta,2023-08-16 05:27:21
TH2420,PROP1378,Saket,1,19900,2026-03-21,2028-01-21,OCCUPIED,Wyatt Modi,2025-09-24 14:44:41
TH2421,PROP1614,Faridabad Sector 15,1,9600,2026-07-05,2027-06-05,OCCUPIED,Darpan Pradhan,2024-05-01 04:24:57
TH2422,PROP1098,Noida Sector 76,4,33800,2025-01-26,2025-12-26,OCCUPIED,Champak Dash,2024-11-24 06:05:14
TH2423,PROP1651,Noida Sector 76,4,29000,2025-04-07,2026-03-07,OCCUPIED,Sudiksha Nori,2026-07-02 14:27:14
TH2424,PROP1600,Ghaziabad Indirapuram,4,27100,2025-12-18,2026-11-18,OCCUPIED,Inaya Mistry,2024-05-28 08:02:14
TH2425,PROP1722,South Delhi,2,31000,2025-11-26,2026-10-26,OCCUPIED,Krishna Venkatesh,2025-10-06 16:05:44
TH2426,PROP1756,Greater Noida Pari Chowk,2,11300,2023-11-13,2024-10-13,OCCUPIED,Jalsa Sha,2023-11-05 22:20:28
TH2427,PROP1511,Noida Sector 18,2,23800,2025-09-07,2026-08-07,OCCUPIED,Finn Chanda,2023-09-27 17:03:07
TH2428,PROP1244,Ghaziabad Indirapuram,3,19200,2026-03-19,2028-01-19,OCCUPIED,Tanish Sehgal,2023-10-15 02:37:38
TH2429,PROP1779,Saket,4,52200,2025-07-31,2027-05-31,VACANT,Zilmil Rana,2026-03-03 01:08:41
TH2430,PROP1235,North Delhi,3,21000,2025-04-20,2026-03-20,VACANT,Ria Suri,2025-09-30 07:41:36
TH2431,PROP1681,Pitampura,2,23600,2024-10-19,2026-08-19,OCCUPIED,Maanas Tiwari,2023-12-07 20:32:33
TH2432,PROP1188,Ghaziabad Indirapuram,1,8700,2025-09-06,2027-07-06,OCCUPIED,Yochana Wadhwa,2023-11-27 22:08:10
TH2433,PROP1198,Hauz Khas,2,42000,2024-03-09,2025-02-09,OCCUPIED,Bachittar Dugar,2026-05-20 23:59:21
TH2434,PROP1607,Rohini Sector 10,2,20000,2024-08-28,2026-06-28,OCCUPIED,Nilima Choudhary,2023-11-30 23:59:09
TH2435,PROP1319,Gurgaon Sector 56,2,22500,2025-04-07,2026-03-07,OCCUPIED,Michael Dalal,2024-08-31 14:06:31
TH2436,PROP1311,Noida Sector 18,4,52100,2026-07-10,2027-06-10,OCCUPIED,Chaitaly Sunder,2023-08-21 05:16:02
TH2437,PROP1801,Ghaziabad Raj Nagar Extension,1,7200,2023-12-24,2025-10-24,OCCUPIED,Chanakya Mody,2026-03-21 17:18:50
TH2438,PROP1172,Ghaziabad Raj Nagar Extension,4,17700,2024-03-13,2026-01-13,VACANT,Aarnav Das,2025-03-12 12:16:10
TH2439,PROP1840,Ghaziabad Raj Nagar Extension,1,6900,2023-10-02,2025-08-02,VACANT,Omisha Srivastava,2025-04-09 11:25:23
TH2440,PROP1778,Noida Sector 62,2,20300,2025-03-31,2026-02-28,OCCUPIED,Krishna Soman,2026-01-20 21:33:20
TH2441,PROP1475,Noida Sector 62,4,34100,2026-01-18,2027-11-18,OCCUPIED,Lakshit Thaman,2025-06-17 22:42:05
TH2442,PROP1140,Ghaziabad Raj Nagar Extension,2,9200,2025-11-01,2026-10-01,OCCUPIED,Manthan Nanda,2023-10-27 10:16:07
TH2443,PROP1883,Faridabad Sector 81,3,16800,2025-06-04,2027-04-04,NOTICE_PERIOD,Lila Kaul,2026-04-02 23:30:26
TH2444,PROP1994,West Delhi,4,30500,2024-07-26,2025-06-26,OCCUPIED,Saanvi Mall,2025-06-28 07:22:32
TH2445,PROP1040,Cyber City Gurgaon,4,69500,2026-02-23,2027-01-23,OCCUPIED,Dayamai Dasgupta,2025-06-26 02:43:10
TH2446,PROP1447,Preet Vihar,3,29500,2023-10-22,2025-08-22,OCCUPIED,Ranbir Soni,2025-01-22 07:33:39
TH2447,PROP1378,Hauz Khas,4,75400,2023-08-10,2024-07-10,OCCUPIED,Anirudh Maharaj,2025-11-29 15:05:53
TH2448,PROP1036,West Delhi,1,11600,2024-04-14,2025-03-14,OCCUPIED,Frado Walla,2025-05-16 12:09:32
TH2449,PROP1467,Golf Course Extension Road,3,36800,2024-10-02,2025-09-02,OCCUPIED,Vyanjana Bajaj,2024-07-28 01:27:37
TH2450,PROP1790,Gurgaon Golf Course Road,4,79000,2024-02-03,2025-01-03,OCCUPIED,Edhitha Raja,2024-04-28 08:36:15
TH2451,PROP1194,Greater Noida Pari Chowk,2,11900,2023-11-23,2025-09-23,OCCUPIED,Om Mangal,2023-12-26 09:14:12
TH2452,PROP1513,Sohna Road Gurgaon,3,26600,2024-04-25,2025-03-25,OCCUPIED,Mitesh Mohanty,2026-05-29 20:52:12
TH2453,PROP1587,East Delhi,2,14200,2025-08-02,2026-07-02,NOTICE_PERIOD,Eshana Golla,2023-08-20 08:03:22
TH2454,PROP1408,Noida Sector 62,1,14500,2023-09-23,2025-07-23,OCCUPIED,Hardik Nagarajan,2023-12-24 15:51:09
TH2455,PROP1072,Greater Noida,4,22400,2026-03-24,2028-01-24,OCCUPIED,Keya Dara,2023-09-16 09:46:52
TH2456,PROP1384,Gurgaon Sector 45,2,20400,2024-04-08,2025-03-08,OCCUPIED,Waida Trivedi,2025-10-22 23:20:15
TH2457,PROP1113,Ghaziabad Indirapuram,2,13900,2024-09-14,2025-08-14,OCCUPIED,Amruta Bhat,2024-07-04 08:54:37
TH2458,PROP1829,Dwarka Sector 21,3,39100,2025-03-17,2027-01-17,OCCUPIED,Veda Balakrishnan,2024-10-10 01:30:21
TH2459,PROP1935,DLF Phase 5,2,36000,2024-04-01,2025-03-01,OCCUPIED,Amruta Chaudhuri,2024-04-16 10:58:16
TH2460,PROP1284,Lajpat Nagar,3,37300,2025-03-19,2026-02-19,OCCUPIED,Daksha Ray,2024-11-21 05:38:52
TH2461,PROP1689,DLF Phase 5,1,23300,2026-02-01,2027-01-01,OCCUPIED,Lucky Prakash,2025-03-04 17:37:23
TH2462,PROP1809,Saket,1,16900,2024-01-21,2024-12-21,OCCUPIED,Pallavi Seth,2023-09-05 08:32:44
TH2463,PROP1533,Noida Sector 150,4,39300,2025-12-26,2027-10-26,OCCUPIED,Oliver Acharya,2023-09-25 11:58:02
TH2464,PROP1345,West Delhi,3,26700,2026-04-25,2027-03-25,NOTICE_PERIOD,Zashil Rai,2026-07-20 10:52:15
TH2465,PROP1682,Noida Extension,4,25900,2026-01-28,2027-11-28,VACANT,Yashvi Manda,2023-09-09 09:39:08
TH2466,PROP1826,DLF Phase 5,1,25700,2025-10-07,2027-08-07,OCCUPIED,Charita Chakraborty,2024-09-26 16:58:17
TH2467,PROP1910,Central Delhi,1,28000,2023-12-02,2025-10-02,NOTICE_PERIOD,Ati Sankaran,2024-03-08 14:18:50
TH2468,PROP1770,Pitampura,3,31800,2025-01-23,2026-11-23,OCCUPIED,Hema Lal,2026-06-28 23:24:15
TH2469,PROP1677,Dwarka Sector 21,1,18100,2025-09-02,2027-07-02,OCCUPIED,Yatan Nagy,2024-07-29 21:27:44
TH2470,PROP1369,Saket,3,40900,2024-12-05,2025-11-05,OCCUPIED,Amol Deol,2025-06-28 21:13:40
TH2471,PROP1410,Gurgaon Golf Course Road,3,61900,2023-07-23,2025-05-23,NOTICE_PERIOD,Aayush Andra,2025-07-27 15:52:35
TH2472,PROP1878,DLF Phase 5,4,68400,2024-10-15,2025-09-15,OCCUPIED,Maya Yohannan,2023-10-18 11:31:12
TH2473,PROP1891,Faridabad Neharpar,1,5600,2026-03-07,2027-02-07,OCCUPIED,Azaan Saxena,2025-07-27 03:46:00
TH2474,PROP1690,Ghaziabad Vasundhara,2,14200,2024-08-10,2025-07-10,OCCUPIED,Ishita Ram,2024-01-31 17:03:15
TH2475,PROP1554,Pitampura,2,21400,2025-11-07,2026-10-07,OCCUPIED,Jeet Shere,2024-08-30 12:09:39
TH2476,PROP1733,Vasant Kunj,2,35300,2024-02-17,2025-12-17,VACANT,Timothy Bahri,2025-10-29 13:56:13
TH2477,PROP1785,Noida Sector 150,2,23200,2025-08-04,2027-06-04,NOTICE_PERIOD,Rehaan Chana,2025-12-31 23:29:35
TH2478,PROP1687,Cyber City Gurgaon,2,38600,2025-06-04,2027-04-04,OCCUPIED,Vivaan Tak,2026-06-15 10:47:41
TH2479,PROP1709,North Delhi,2,17700,2023-08-30,2024-07-30,OCCUPIED,Shaurya Amble,2024-02-21 10:04:37
TH2480,PROP1387,Sohna Road Gurgaon,4,34800,2026-01-05,2026-12-05,OCCUPIED,Indrajit Mall,2025-04-05 03:22:06
TH2481,PROP1298,Gurgaon Golf Course Road,1,26400,2025-01-11,2025-12-11,OCCUPIED,Parth Bhattacharyya,2025-04-26 00:39:23
TH2482,PROP1119,West Delhi,2,18400,2025-10-14,2027-08-14,OCCUPIED,Aashi Kari,2026-03-12 21:30:46
TH2483,PROP1002,Noida Sector 62,1,13300,2025-09-26,2026-08-26,VACANT,Rehaan Bajaj,2026-07-12 11:09:00
TH2484,PROP1434,Noida Sector 76,3,27000,2025-08-17,2026-07-17,OCCUPIED,Sudiksha Agate,2026-05-14 05:29:36
TH2485,PROP1617,Janakpuri,1,13900,2025-06-21,2027-04-21,OCCUPIED,Ekantika Sankaran,2026-01-31 17:24:50
TH2486,PROP1836,Noida Sector 18,2,26000,2024-10-08,2026-08-08,OCCUPIED,Zarna Shukla,2025-01-14 13:47:41
TH2487,PROP1291,Golf Course Extension Road,1,18600,2025-02-06,2026-12-06,OCCUPIED,Udarsh Batta,2024-05-21 02:24:37
TH2488,PROP1706,Cyber City Gurgaon,3,54800,2024-10-22,2026-08-22,OCCUPIED,Diya Ahluwalia,2024-09-22 22:21:02
TH2489,PROP1221,Faridabad Sector 15,3,20600,2024-07-21,2026-05-21,OCCUPIED,Upkaar Sampath,2026-06-05 00:25:23
TH2490,PROP1830,North Delhi,2,17300,2026-04-20,2027-03-20,VACANT,Nitesh Narayan,2024-06-26 02:52:35
TH2491,PROP1957,Janakpuri,1,15800,2025-06-05,2026-05-05,VACANT,Ayaan Srinivasan,2024-11-05 20:36:36
TH2492,PROP1745,Noida Extension,3,21900,2023-08-16,2024-07-16,NOTICE_PERIOD,Zashil Kota,2023-11-16 17:26:37
TH2493,PROP1562,Noida Extension,3,19200,2024-04-07,2026-02-07,NOTICE_PERIOD,Chatura Nath,2025-02-09 23:34:04
TH2494,PROP1776,Noida Extension,4,22600,2024-04-05,2026-02-05,OCCUPIED,Reva Chandran,2025-06-05 18:29:56
TH2495,PROP1946,Dwarka Sector 21,4,40700,2025-04-14,2027-02-14,VACANT,Darsh Bandi,2024-09-07 01:59:35
TH2496,PROP1595,Hauz Khas,3,52700,2026-03-21,2027-02-21,OCCUPIED,Joshua Bhatia,2026-04-23 15:46:22
TH2497,PROP1453,Ghaziabad Raj Nagar Extension,3,15300,2024-11-15,2025-10-15,OCCUPIED,Rachana Bhatti,2023-11-10 03:18:58
TH2498,PROP1767,Dwarka Sector 21,1,15700,2023-09-20,2024-08-20,OCCUPIED,Chaitaly Raj,2024-10-03 16:41:59
TH2499,PROP1880,Golf Course Extension Road,4,55800,2025-05-26,2027-03-26,OCCUPIED,Viraj Anne,2024-11-29 09:00:37
TH2500,PROP1173,Hauz Khas,1,23800,2024-12-10,2026-10-10,OCCUPIED,Harrison Nori,2025-07-03 18:59:26
